question_text,document_title,language,annotations,document_plaintext,document_url,question_text_tokenized,document_plaintext_tokenized,label,word_frequency_score,logres_pred,bi_lstm_2b_preds,bi_lstm_3e_preds,logres_pred_bigram
When did the yen become the official currency of Japan?,Japanese yen,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Beginning in December 1931, Japan gradually shifted from the gold standard system to the managed currency system.",https://en.wikipedia.org/wiki/Japanese%20yen,"['When', 'did', 'the', 'yen', 'become', 'the', 'official', 'currency', 'of', 'Japan', '?']","['Beginning', 'in', 'December', '1931', ',', 'Japan', 'gradually', 'shifted', 'from', 'the', 'gold', 'standard', 'system', 'to', 'the', 'managed', 'currency', 'system', '.']",0,0.36363636363636365,0,1,1,0
What is the surface area of Lake Baikal?,Lake Baikal,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Stormy weather on the lake is common, especially during the summer and fall, and can result in waves as high as 4.5m (15ft).",https://en.wikipedia.org/wiki/Lake%20Baikal,"['What', 'is', 'the', 'surface', 'area', 'of', 'Lake', 'Baikal', '?']","['Stormy', 'weather', 'on', 'the', 'lake', 'is', 'common', ',', 'especially', 'during', 'the', 'summer', 'and', 'fall', ',', 'and', 'can', 'result', 'in', 'waves', 'as', 'high', 'as', '4.5m', '(', '15ft', ')', '.']",0,0.2222222222222222,0,0,0,0
When was Shashikala Kakodkar born?,Shashikala Kakodkar,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Shashikala Kakodkar was sworn in as a Minister in the cabinet headed by Dr. Barbosa.[54] Kakodkar was allotted the portfolios of Education, Art & Culture, Transport and Fisheries.",https://en.wikipedia.org/wiki/Shashikala%20Kakodkar,"['When', 'was', 'Shashikala', 'Kakodkar', 'born', '?']","['Shashikala', 'Kakodkar', 'was', 'sworn', 'in', 'as', 'a', 'Minister', 'in', 'the', 'cabinet', 'headed', 'by', 'Dr.', 'Barbosa.', '[', '54', ']', 'Kakodkar', 'was', 'allotted', 'the', 'portfolios', 'of', 'Education', ',', 'Art', '&', 'Culture', ',', 'Transport', 'and', 'Fisheries', '.']",0,0.5,0,1,0,0
Who was the first person to parachute?,Parachute,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","In 1937, drag chutes were used in aviation for the first time, by Soviet airplanes in the Arctic that were providing support for the polar expeditions of the era, such as the first manned drifting ice station North Pole-1. The drag chute allowed airplanes to land safely on smaller ice-floes.",https://en.wikipedia.org/wiki/Parachute,"['Who', 'was', 'the', 'first', 'person', 'to', 'parachute', '?']","['In', '1937', ',', 'drag', 'chutes', 'were', 'used', 'in', 'aviation', 'for', 'the', 'first', 'time', ',', 'by', 'Soviet', 'airplanes', 'in', 'the', 'Arctic', 'that', 'were', 'providing', 'support', 'for', 'the', 'polar', 'expeditions', 'of', 'the', 'era', ',', 'such', 'as', 'the', 'first', 'manned', 'drifting', 'ice', 'station', 'North', 'Pole-1.', 'The', 'drag', 'chute', 'allowed', 'airplanes', 'to', 'land', 'safely', 'on', 'smaller', 'ice-floes', '.']",0,0.375,1,1,1,0
How salty is the Dead Sea?,Dead Sea,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","In the early part of the 20th century, the Dead Sea began to attract interest from chemists who deduced the sea was a natural deposit of potash (potassium chloride) and bromine. The Palestine Potash Company was chartered in 1929, after its founder, Siberian Jewish engineer and pioneer of Lake Baikal exploitation, Moses Novomeysky, worked for the charter for over ten years having first visited the area in 1911.[49] The first plant, on the north shore of the Dead Sea at Kalya, commenced production in 1931[49] and produced potash by solar evaporation of the brine. Employing Arabs and Jews, it was an island of peace in turbulent times.[50] The company quickly grew into the largest industrial site in the Middle East, and in 1934 built a second plant on the southwest shore, in the Mount Sodom area, south of the 'Lashon' region of the Dead Sea. Palestine Potash Company supplied half of Britain's potash during World War II. Both plants were destroyed by the Jordanians in the 1948 Arab–Israeli War.",https://en.wikipedia.org/wiki/Dead%20Sea,"['How', 'salty', 'is', 'the', 'Dead', 'Sea', '?']","['In', 'the', 'early', 'part', 'of', 'the', '20th', 'century', ',', 'the', 'Dead', 'Sea', 'began', 'to', 'attract', 'interest', 'from', 'chemists', 'who', 'deduced', 'the', 'sea', 'was', 'a', 'natural', 'deposit', 'of', 'potash', '(', 'potassium', 'chloride', ')', 'and', 'bromine.', 'The', 'Palestine', 'Potash', 'Company', 'was', 'chartered', 'in', '1929', ',', 'after', 'its', 'founder', ',', 'Siberian', 'Jewish', 'engineer', 'and', 'pioneer', 'of', 'Lake', 'Baikal', 'exploitation', ',', 'Moses', 'Novomeysky', ',', 'worked', 'for', 'the', 'charter', 'for', 'over', 'ten', 'years', 'having', 'first', 'visited', 'the', 'area', 'in', '1911.', '[', '49', ']', 'The', 'first', 'plant', ',', 'on', 'the', 'north', 'shore', 'of', 'the', 'Dead', 'Sea', 'at', 'Kalya', ',', 'commenced', 'production', 'in', '1931', '[', '49', ']', 'and', 'produced', 'potash', 'by', 'solar', 'evaporation', 'of', 'the', 'brine.', 'Employing', 'Arabs', 'and', 'Jews', ',', 'it', 'was', 'an', 'island', 'of', 'peace', 'in', 'turbulent', 'times.', '[', '50', ']', 'The', 'company', 'quickly', 'grew', 'into', 'the', 'largest', 'industrial', 'site', 'in', 'the', 'Middle', 'East', ',', 'and', 'in', '1934', 'built', 'a', 'second', 'plant', 'on', 'the', 'southwest', 'shore', ',', 'in', 'the', 'Mount', 'Sodom', 'area', ',', 'south', 'of', 'the', ""'Lashon"", ""'"", 'region', 'of', 'the', 'Dead', 'Sea.', 'Palestine', 'Potash', 'Company', 'supplied', 'half', 'of', 'Britain', ""'s"", 'potash', 'during', 'World', 'War', 'II.', 'Both', 'plants', 'were', 'destroyed', 'by', 'the', 'Jordanians', 'in', 'the', '1948', 'Arab–Israeli', 'War', '.']",0,0.42857142857142855,0,0,0,1
"Which city was capital before Washington, D.C.?",United States Capitol,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","On December 19, 1960, the Capitol was declared a National Historic Landmark by the National Park Service.[40] The building was ranked #6 in a 2007 survey conducted for the American Institute of Architects' ""America's Favorite Architecture"" list.[41] The Capitol draws heavily from other notable buildings, especially churches and landmarks in Europe, including the dome of St. Peter's Basilica in the Vatican and St. Paul's Cathedral in London.[42] On the roofs of the Senate and House Chambers are flagpoles that fly the U.S. flag when either is in session. On September 18, 1993, to commemorate the Capitol's bicentennial, the Masonic ritual cornerstone laying with George Washington was reenacted. U.S. Senator Strom Thurmond was one of the Freemason politicians who took part in the ceremony.",https://en.wikipedia.org/wiki/United%20States%20Capitol,"['Which', 'city', 'was', 'capital', 'before', 'Washington', ',', 'D.C.', '?']","['On', 'December', '19', ',', '1960', ',', 'the', 'Capitol', 'was', 'declared', 'a', 'National', 'Historic', 'Landmark', 'by', 'the', 'National', 'Park', 'Service.', '[', '40', ']', 'The', 'building', 'was', 'ranked', '#', '6', 'in', 'a', '2007', 'survey', 'conducted', 'for', 'the', 'American', 'Institute', 'of', 'Architects', ""'"", '``', 'America', ""'s"", 'Favorite', 'Architecture', ""''"", 'list.', '[', '41', ']', 'The', 'Capitol', 'draws', 'heavily', 'from', 'other', 'notable', 'buildings', ',', 'especially', 'churches', 'and', 'landmarks', 'in', 'Europe', ',', 'including', 'the', 'dome', 'of', 'St.', 'Peter', ""'s"", 'Basilica', 'in', 'the', 'Vatican', 'and', 'St.', 'Paul', ""'s"", 'Cathedral', 'in', 'London.', '[', '42', ']', 'On', 'the', 'roofs', 'of', 'the', 'Senate', 'and', 'House', 'Chambers', 'are', 'flagpoles', 'that', 'fly', 'the', 'U.S.', 'flag', 'when', 'either', 'is', 'in', 'session.', 'On', 'September', '18', ',', '1993', ',', 'to', 'commemorate', 'the', 'Capitol', ""'s"", 'bicentennial', ',', 'the', 'Masonic', 'ritual', 'cornerstone', 'laying', 'with', 'George', 'Washington', 'was', 'reenacted.', 'U.S.', 'Senator', 'Strom', 'Thurmond', 'was', 'one', 'of', 'the', 'Freemason', 'politicians', 'who', 'took', 'part', 'in', 'the', 'ceremony', '.']",0,0.3333333333333333,0,0,0,0
When was Hagia Sophia built?,Hagia Sophia,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Upon the capture of Constantinople during the Fourth Crusade, the church was ransacked and desecrated by the Crusaders, as described by the Byzantine historian Niketas Choniates. During the Latin occupation of Constantinople (1204–1261) the church became a Roman Catholic cathedral. Baldwin I of Constantinople was crowned emperor on 16 May 1204 in Hagia Sophia, at a ceremony which closely followed Byzantine practices. Enrico Dandolo, the Doge of Venice who commanded the sack and invasion of the city by the Latin Crusaders in 1204, is buried inside the church, probably in the upper Eastern gallery. In the 19th century, an Italian restoration team placed a cenotaph marker near the probable location, which is still visible today. The marker is frequently mistaken by tourists as being a medieval marker of the actual tomb of the doge.  The real tomb was destroyed by the Ottomans after the conquest of Constantinople in 1453 and subsequent conversion of Hagia Sophia into a mosque.",https://en.wikipedia.org/wiki/Hagia%20Sophia,"['When', 'was', 'Hagia', 'Sophia', 'built', '?']","['Upon', 'the', 'capture', 'of', 'Constantinople', 'during', 'the', 'Fourth', 'Crusade', ',', 'the', 'church', 'was', 'ransacked', 'and', 'desecrated', 'by', 'the', 'Crusaders', ',', 'as', 'described', 'by', 'the', 'Byzantine', 'historian', 'Niketas', 'Choniates.', 'During', 'the', 'Latin', 'occupation', 'of', 'Constantinople', '(', '1204–1261', ')', 'the', 'church', 'became', 'a', 'Roman', 'Catholic', 'cathedral.', 'Baldwin', 'I', 'of', 'Constantinople', 'was', 'crowned', 'emperor', 'on', '16', 'May', '1204', 'in', 'Hagia', 'Sophia', ',', 'at', 'a', 'ceremony', 'which', 'closely', 'followed', 'Byzantine', 'practices.', 'Enrico', 'Dandolo', ',', 'the', 'Doge', 'of', 'Venice', 'who', 'commanded', 'the', 'sack', 'and', 'invasion', 'of', 'the', 'city', 'by', 'the', 'Latin', 'Crusaders', 'in', '1204', ',', 'is', 'buried', 'inside', 'the', 'church', ',', 'probably', 'in', 'the', 'upper', 'Eastern', 'gallery.', 'In', 'the', '19th', 'century', ',', 'an', 'Italian', 'restoration', 'team', 'placed', 'a', 'cenotaph', 'marker', 'near', 'the', 'probable', 'location', ',', 'which', 'is', 'still', 'visible', 'today.', 'The', 'marker', 'is', 'frequently', 'mistaken', 'by', 'tourists', 'as', 'being', 'a', 'medieval', 'marker', 'of', 'the', 'actual', 'tomb', 'of', 'the', 'doge.', 'The', 'real', 'tomb', 'was', 'destroyed', 'by', 'the', 'Ottomans', 'after', 'the', 'conquest', 'of', 'Constantinople', 'in', '1453', 'and', 'subsequent', 'conversion', 'of', 'Hagia', 'Sophia', 'into', 'a', 'mosque', '.']",0,0.5,0,0,0,0
What is the most valuable comic book?,Action Comics 1,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Published on April 18, 1938 (cover-dated June),[4] by National Allied Publications,[5] a corporate predecessor of DC Comics, it is considered the first true superhero comic; and though today Action Comics is a monthly title devoted to Superman, it began, like many early comics, as an anthology.",https://en.wikipedia.org/wiki/Action%20Comics%201,"['What', 'is', 'the', 'most', 'valuable', 'comic', 'book', '?']","['Published', 'on', 'April', '18', ',', '1938', '(', 'cover-dated', 'June', ')', ',', '[', '4', ']', 'by', 'National', 'Allied', 'Publications', ',', '[', '5', ']', 'a', 'corporate', 'predecessor', 'of', 'DC', 'Comics', ',', 'it', 'is', 'considered', 'the', 'first', 'true', 'superhero', 'comic', ';', 'and', 'though', 'today', 'Action', 'Comics', 'is', 'a', 'monthly', 'title', 'devoted', 'to', 'Superman', ',', 'it', 'began', ',', 'like', 'many', 'early', 'comics', ',', 'as', 'an', 'anthology', '.']",0,0.375,0,0,0,0
What is used to cut diamond?,Diamond cutting,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Diamond cutting is the practice of changing a diamond from a rough stone into a faceted gem. Cutting diamond requires specialized knowledge, tools, equipment, and techniques because of its extreme difficulty.",https://en.wikipedia.org/wiki/Diamond%20cutting,"['What', 'is', 'used', 'to', 'cut', 'diamond', '?']","['Diamond', 'cutting', 'is', 'the', 'practice', 'of', 'changing', 'a', 'diamond', 'from', 'a', 'rough', 'stone', 'into', 'a', 'faceted', 'gem.', 'Cutting', 'diamond', 'requires', 'specialized', 'knowledge', ',', 'tools', ',', 'equipment', ',', 'and', 'techniques', 'because', 'of', 'its', 'extreme', 'difficulty', '.']",0,0.2857142857142857,0,1,0,1
How many people live in Christchruch?,Christchurch,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Archaeological evidence has indicated that the Christchurch area was first settled by humans in about 1250. Christchurch became a city by Royal Charter on 31 July 1856, making it officially the oldest established city in New Zealand. The Canterbury Association, which settled the Canterbury Plains, named the city after Christ Church, Oxford. The new settlement was laid out in a grid pattern centred on Cathedral Square; during the 19th century there were few barriers to the rapid growth of the urban area, except for the Pacific to the east and the Port Hills to the south.",https://en.wikipedia.org/wiki/Christchurch,"['How', 'many', 'people', 'live', 'in', 'Christchruch', '?']","['Archaeological', 'evidence', 'has', 'indicated', 'that', 'the', 'Christchurch', 'area', 'was', 'first', 'settled', 'by', 'humans', 'in', 'about', '1250.', 'Christchurch', 'became', 'a', 'city', 'by', 'Royal', 'Charter', 'on', '31', 'July', '1856', ',', 'making', 'it', 'officially', 'the', 'oldest', 'established', 'city', 'in', 'New', 'Zealand.', 'The', 'Canterbury', 'Association', ',', 'which', 'settled', 'the', 'Canterbury', 'Plains', ',', 'named', 'the', 'city', 'after', 'Christ', 'Church', ',', 'Oxford.', 'The', 'new', 'settlement', 'was', 'laid', 'out', 'in', 'a', 'grid', 'pattern', 'centred', 'on', 'Cathedral', 'Square', ';', 'during', 'the', '19th', 'century', 'there', 'were', 'few', 'barriers', 'to', 'the', 'rapid', 'growth', 'of', 'the', 'urban', 'area', ',', 'except', 'for', 'the', 'Pacific', 'to', 'the', 'east', 'and', 'the', 'Port', 'Hills', 'to', 'the', 'south', '.']",0,0.14285714285714285,1,0,0,1
What is the first step in making cheese?,Cheesemaking,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","In contrast to cheddaring, making cheeses like Camembert requires a more gentle treatment of the curd. It is carefully transferred to cheese hoops and the whey is allowed to drain from the curd by gravity, generally overnight. The cheese curds are then removed from the hoops to be brined by immersion in a saturated salt solution. The salt absorption stops bacteria growing, as with Cheddar. If white mould spores have not been added to the cheese milk the cheesemaker applies them to the cheese either by spraying the cheese with a suspension of mould spores in water or by immersing the cheese in a bath containing spores of, e.g., Penicillium candida.",https://en.wikipedia.org/wiki/Cheesemaking,"['What', 'is', 'the', 'first', 'step', 'in', 'making', 'cheese', '?']","['In', 'contrast', 'to', 'cheddaring', ',', 'making', 'cheeses', 'like', 'Camembert', 'requires', 'a', 'more', 'gentle', 'treatment', 'of', 'the', 'curd.', 'It', 'is', 'carefully', 'transferred', 'to', 'cheese', 'hoops', 'and', 'the', 'whey', 'is', 'allowed', 'to', 'drain', 'from', 'the', 'curd', 'by', 'gravity', ',', 'generally', 'overnight.', 'The', 'cheese', 'curds', 'are', 'then', 'removed', 'from', 'the', 'hoops', 'to', 'be', 'brined', 'by', 'immersion', 'in', 'a', 'saturated', 'salt', 'solution.', 'The', 'salt', 'absorption', 'stops', 'bacteria', 'growing', ',', 'as', 'with', 'Cheddar.', 'If', 'white', 'mould', 'spores', 'have', 'not', 'been', 'added', 'to', 'the', 'cheese', 'milk', 'the', 'cheesemaker', 'applies', 'them', 'to', 'the', 'cheese', 'either', 'by', 'spraying', 'the', 'cheese', 'with', 'a', 'suspension', 'of', 'mould', 'spores', 'in', 'water', 'or', 'by', 'immersing', 'the', 'cheese', 'in', 'a', 'bath', 'containing', 'spores', 'of', ',', 'e.g.', ',', 'Penicillium', 'candida', '.']",0,0.5555555555555556,0,1,0,0
How many seasons did Bones have?,Bones (TV series),english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","The second-season premiere attracted 8.61 million viewers in its Wednesday 8:00pm timeslot, finishing second among the 18 to 49 years old demographic and first in total viewership with 6.7% household rating and 11% household share.[36] As a lead-in for American Idol, the second-season finale of Bones obtained 10.88 million viewers with 3.5% household rating and 11% household share. It tied first in viewership among the 18 to 49 years old demographic with The Price Is Right Million Dollar Spectacular on CBS.[37] In the 2006–07 television season, Bones improved its ranking to 50th place in viewership among prime-time shows with 9.4 million viewers and was ranked 51st among the 18 to 49 year old demographic. The show improved its ranking during its third season, placing 51st overall. However, its overall viewership was down from the previous season, averaging 8.9 million, the same as in the first season. Viewership began to steadily increase with its fourth season.",https://en.wikipedia.org/wiki/Bones%20%28TV%20series%29,"['How', 'many', 'seasons', 'did', 'Bones', 'have', '?']","['The', 'second-season', 'premiere', 'attracted', '8.61', 'million', 'viewers', 'in', 'its', 'Wednesday', '8:00pm', 'timeslot', ',', 'finishing', 'second', 'among', 'the', '18', 'to', '49', 'years', 'old', 'demographic', 'and', 'first', 'in', 'total', 'viewership', 'with', '6.7', '%', 'household', 'rating', 'and', '11', '%', 'household', 'share.', '[', '36', ']', 'As', 'a', 'lead-in', 'for', 'American', 'Idol', ',', 'the', 'second-season', 'finale', 'of', 'Bones', 'obtained', '10.88', 'million', 'viewers', 'with', '3.5', '%', 'household', 'rating', 'and', '11', '%', 'household', 'share.', 'It', 'tied', 'first', 'in', 'viewership', 'among', 'the', '18', 'to', '49', 'years', 'old', 'demographic', 'with', 'The', 'Price', 'Is', 'Right', 'Million', 'Dollar', 'Spectacular', 'on', 'CBS.', '[', '37', ']', 'In', 'the', '2006–07', 'television', 'season', ',', 'Bones', 'improved', 'its', 'ranking', 'to', '50th', 'place', 'in', 'viewership', 'among', 'prime-time', 'shows', 'with', '9.4', 'million', 'viewers', 'and', 'was', 'ranked', '51st', 'among', 'the', '18', 'to', '49', 'year', 'old', 'demographic.', 'The', 'show', 'improved', 'its', 'ranking', 'during', 'its', 'third', 'season', ',', 'placing', '51st', 'overall.', 'However', ',', 'its', 'overall', 'viewership', 'was', 'down', 'from', 'the', 'previous', 'season', ',', 'averaging', '8.9', 'million', ',', 'the', 'same', 'as', 'in', 'the', 'first', 'season.', 'Viewership', 'began', 'to', 'steadily', 'increase', 'with', 'its', 'fourth', 'season', '.']",0,0.14285714285714285,0,0,0,0
How many days are in the lunar calendar year?,Lunar calendar,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Most calendars referred to as ""lunar"" calendars are in fact lunisolar calendars. Their months are based on observations of the lunar cycle, with intercalation being used to bring them into general agreement with the solar year. The solar ""civic calendar"" that was used in ancient Egypt showed traces of its origin in the earlier lunar calendar, which continued to be used alongside it for religious and agricultural purposes. Present-day lunisolar calendars include the Chinese, Hindu, and Thai calendars.",https://en.wikipedia.org/wiki/Lunar%20calendar,"['How', 'many', 'days', 'are', 'in', 'the', 'lunar', 'calendar', 'year', '?']","['Most', 'calendars', 'referred', 'to', 'as', '``', 'lunar', ""''"", 'calendars', 'are', 'in', 'fact', 'lunisolar', 'calendars.', 'Their', 'months', 'are', 'based', 'on', 'observations', 'of', 'the', 'lunar', 'cycle', ',', 'with', 'intercalation', 'being', 'used', 'to', 'bring', 'them', 'into', 'general', 'agreement', 'with', 'the', 'solar', 'year.', 'The', 'solar', '``', 'civic', 'calendar', ""''"", 'that', 'was', 'used', 'in', 'ancient', 'Egypt', 'showed', 'traces', 'of', 'its', 'origin', 'in', 'the', 'earlier', 'lunar', 'calendar', ',', 'which', 'continued', 'to', 'be', 'used', 'alongside', 'it', 'for', 'religious', 'and', 'agricultural', 'purposes.', 'Present-day', 'lunisolar', 'calendars', 'include', 'the', 'Chinese', ',', 'Hindu', ',', 'and', 'Thai', 'calendars', '.']",0,0.5,0,0,0,0
What language is spoken in Monaco?,Languages of Monaco,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",Standard Italian is also a major language in Monaco. Italian nationals make up 19% of the total population.,https://en.wikipedia.org/wiki/Languages%20of%20Monaco,"['What', 'language', 'is', 'spoken', 'in', 'Monaco', '?']","['Standard', 'Italian', 'is', 'also', 'a', 'major', 'language', 'in', 'Monaco.', 'Italian', 'nationals', 'make', 'up', '19', '%', 'of', 'the', 'total', 'population', '.']",0,0.42857142857142855,0,1,0,1
When was stop animation first used in a film?,Stop motion,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Another individual who found fame in clay animation is Nick Park, who created the characters Wallace and Gromit. In addition to a series of award-winning shorts and featurettes, he won the Academy Award for Best Animated Feature for the feature-length outing Wallace & Gromit: The Curse of the Were-Rabbit. Chicken Run, to date, is the highest grossing stop motion animated movie ever grossing nearly $225 million worldwide.",https://en.wikipedia.org/wiki/Stop%20motion,"['When', 'was', 'stop', 'animation', 'first', 'used', 'in', 'a', 'film', '?']","['Another', 'individual', 'who', 'found', 'fame', 'in', 'clay', 'animation', 'is', 'Nick', 'Park', ',', 'who', 'created', 'the', 'characters', 'Wallace', 'and', 'Gromit.', 'In', 'addition', 'to', 'a', 'series', 'of', 'award-winning', 'shorts', 'and', 'featurettes', ',', 'he', 'won', 'the', 'Academy', 'Award', 'for', 'Best', 'Animated', 'Feature', 'for', 'the', 'feature-length', 'outing', 'Wallace', '&', 'Gromit', ':', 'The', 'Curse', 'of', 'the', 'Were-Rabbit.', 'Chicken', 'Run', ',', 'to', 'date', ',', 'is', 'the', 'highest', 'grossing', 'stop', 'motion', 'animated', 'movie', 'ever', 'grossing', 'nearly', '$', '225', 'million', 'worldwide', '.']",0,0.4,0,1,0,0
When did Strauss write his Danube Waltz?,The Blue Danube,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",The specifically Viennese sentiment associated with Strauss's melody has made it an unofficial Austrian national anthem.,https://en.wikipedia.org/wiki/The%20Blue%20Danube,"['When', 'did', 'Strauss', 'write', 'his', 'Danube', 'Waltz', '?']","['The', 'specifically', 'Viennese', 'sentiment', 'associated', 'with', 'Strauss', ""'s"", 'melody', 'has', 'made', 'it', 'an', 'unofficial', 'Austrian', 'national', 'anthem', '.']",0,0.125,0,1,0,0
When did mammals first start appearing?,Evolution of mammals,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Mammals have a secondary bony palate, which separates the respiratory passage from the mouth, allowing them to eat and breathe at the same time. Secondary bony palates have been found in the more advanced cynodonts and have been used as evidence of high metabolic rates.[115][116][135] But some cold-blooded vertebrates have secondary bony palates (crocodilians and some lizards), while birds, which are warm-blooded, do not.",https://en.wikipedia.org/wiki/Evolution%20of%20mammals,"['When', 'did', 'mammals', 'first', 'start', 'appearing', '?']","['Mammals', 'have', 'a', 'secondary', 'bony', 'palate', ',', 'which', 'separates', 'the', 'respiratory', 'passage', 'from', 'the', 'mouth', ',', 'allowing', 'them', 'to', 'eat', 'and', 'breathe', 'at', 'the', 'same', 'time.', 'Secondary', 'bony', 'palates', 'have', 'been', 'found', 'in', 'the', 'more', 'advanced', 'cynodonts', 'and', 'have', 'been', 'used', 'as', 'evidence', 'of', 'high', 'metabolic', 'rates.', '[', '115', ']', '[', '116', ']', '[', '135', ']', 'But', 'some', 'cold-blooded', 'vertebrates', 'have', 'secondary', 'bony', 'palates', '(', 'crocodilians', 'and', 'some', 'lizards', ')', ',', 'while', 'birds', ',', 'which', 'are', 'warm-blooded', ',', 'do', 'not', '.']",0,0.0,0,0,0,0
What are the primary symptoms of Alzheimer's disease?,Alzheimer's disease,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","The early stages of Alzheimer's disease are difficult to diagnose. A definitive diagnosis is usually made once cognitive impairment compromises daily living activities, although the person may still be living independently. The symptoms will progress from mild cognitive problems, such as memory loss through increasing stages of cognitive and non-cognitive disturbances, eliminating any possibility of independent living, especially in the late stages of the disease.",https://en.wikipedia.org/wiki/Alzheimer%27s%20disease,"['What', 'are', 'the', 'primary', 'symptoms', 'of', 'Alzheimer', ""'s"", 'disease', '?']","['The', 'early', 'stages', 'of', 'Alzheimer', ""'s"", 'disease', 'are', 'difficult', 'to', 'diagnose.', 'A', 'definitive', 'diagnosis', 'is', 'usually', 'made', 'once', 'cognitive', 'impairment', 'compromises', 'daily', 'living', 'activities', ',', 'although', 'the', 'person', 'may', 'still', 'be', 'living', 'independently.', 'The', 'symptoms', 'will', 'progress', 'from', 'mild', 'cognitive', 'problems', ',', 'such', 'as', 'memory', 'loss', 'through', 'increasing', 'stages', 'of', 'cognitive', 'and', 'non-cognitive', 'disturbances', ',', 'eliminating', 'any', 'possibility', 'of', 'independent', 'living', ',', 'especially', 'in', 'the', 'late', 'stages', 'of', 'the', 'disease', '.']",0,0.7,0,1,0,1
When was Ion Television established?,Ion Television,english,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","In the recent past, Ion Television has aired a limited number of comedy or comedy-drama series that were cycled on-and-off the schedule such as Monk, Psych and Married... with Children, with half-hour sitcoms used on certain occasions to fill scheduling gaps prior to the telecast of its late-morning film presentations (usually in the 11:00a.m. Eastern and Pacific Time half-hour, if the succeeding film ran for at least 2½ hours) due to their erratic scheduling; the network shifted to a more exclusive focus on dramas as part of its series content in January 2015, although the network continues to carry comedic programming in the form of select feature films aired within the ""Ion Television at the Movies"" block.",https://en.wikipedia.org/wiki/Ion%20Television,"['When', 'was', 'Ion', 'Television', 'established', '?']","['In', 'the', 'recent', 'past', ',', 'Ion', 'Television', 'has', 'aired', 'a', 'limited', 'number', 'of', 'comedy', 'or', 'comedy-drama', 'series', 'that', 'were', 'cycled', 'on-and-off', 'the', 'schedule', 'such', 'as', 'Monk', ',', 'Psych', 'and', 'Married', '...', 'with', 'Children', ',', 'with', 'half-hour', 'sitcoms', 'used', 'on', 'certain', 'occasions', 'to', 'fill', 'scheduling', 'gaps', 'prior', 'to', 'the', 'telecast', 'of', 'its', 'late-morning', 'film', 'presentations', '(', 'usually', 'in', 'the', '11:00a.m.', 'Eastern', 'and', 'Pacific', 'Time', 'half-hour', ',', 'if', 'the', 'succeeding', 'film', 'ran', 'for', 'at', 'least', '2½', 'hours', ')', 'due', 'to', 'their', 'erratic', 'scheduling', ';', 'the', 'network', 'shifted', 'to', 'a', 'more', 'exclusive', 'focus', 'on', 'dramas', 'as', 'part', 'of', 'its', 'series', 'content', 'in', 'January', '2015', ',', 'although', 'the', 'network', 'continues', 'to', 'carry', 'comedic', 'programming', 'in', 'the', 'form', 'of', 'select', 'feature', 'films', 'aired', 'within', 'the', '``', 'Ion', 'Television', 'at', 'the', 'Movies', ""''"", 'block', '.']",0,0.3333333333333333,1,1,0,0
